altimeter_type,cycle_number,year_fraction,num_observations,weighted_observations,GMSL_no_GIA,stddev_no_GIA,smoothed_no_GIA,GMSL_GIA,stddev_GIA,smoothed_GIA,smoothed_GIA_detrended,smoothed_no_GIA_detrended
0.0,1113.0,2022.929448,464763.0,337631.81,54.08,90.91,56.45,61.38,91.19,63.74,61.65,54.35
0.0,1114.0,2022.956614,461315.0,335086.81,59.69,90.99,56.46,66.96,91.45,63.75,62.44,55.13
0.0,1115.0,2022.98378,469379.0,339595.31,58.27,87.74,56.35,65.53,88.01,63.64,63.04,55.73
0.0,1116.0,2023.010946,469829.0,338864.41,54.42,86.17,56.01,61.7,86.26,63.3,63.31,56.01
0.0,1117.0,2023.038113,466378.0,335939.5,55.5,85.2,55.52,62.8,85.4,62.82,63.34,56.03
0.0,1118.0,2023.065279,467696.0,337821.0,55.45,86.72,55.02,62.76,86.86,62.33,63.26,55.93
0.0,1119.0,2023.092445,467284.0,338524.69,53.94,86.53,54.58,61.24,86.54,61.89,63.14,55.82
0.0,1120.0,2023.119611,469320.0,339213.81,54.41,88.47,54.21,61.75,88.1,61.53,63.05,55.72
0.0,1121.0,2023.146777,470817.0,339534.81,53.45,89.38,53.9,60.78,88.99,61.23,62.99,55.65
0.0,1122.0,2023.173943,470137.0,338340.81,53.27,88.12,53.58,60.59,87.92,60.93,62.93,55.58
0.0,1123.0,2023.201109,468764.0,336289.69,54.5,86.64,53.18,61.86,86.46,60.54,62.82,55.45
0.0,1124.0,2023.228276,466985.0,335593.09,53.67,87.28,52.66,61.04,87.23,60.03,62.62,55.25
0.0,1125.0,2023.255442,468273.0,335829.69,51.37,86.26,52.14,58.75,86.23,59.52,62.45,55.08
0.0,1126.0,2023.282608,467862.0,336098.69,49.5,87.12,51.84,56.88,86.79,59.23,62.54,55.15
0.0,1127.0,2023.309774,456396.0,328882.81,51.33,86.65,51.93,58.74,86.45,59.34,63.01,55.61
0.0,1128.0,2023.33694,464132.0,336058.5,51.43,85.66,52.42,58.86,85.62,59.83,63.83,56.42
0.0,1129.0,2023.364106,448206.0,324019.5,54.28,86.68,53.15,61.74,86.77,60.57,64.8,57.38
0.0,1130.0,2023.391272,465082.0,336303.81,53.4,85.39,54.0,60.8,85.48,61.42,65.75,58.34
0.0,1131.0,2023.418439,461816.0,334760.31,55.57,85.34,54.93,62.98,85.41,62.35,66.61,59.19
0.0,1132.0,2023.445605,465020.0,337098.5,54.53,83.54,56.02,61.93,83.85,63.44,67.42,60.01
0.0,1133.0,2023.472771,466150.0,338434.0,56.2,83.09,57.35,63.63,83.46,64.77,68.26,60.85
0.0,1134.0,2023.499937,456272.0,333912.09,59.22,83.38,58.94,66.65,83.73,66.36,69.14,61.73
0.0,1135.0,2023.527103,463380.0,337323.59,61.07,84.03,60.71,68.47,84.38,68.14,70.02,62.6
0.0,1136.0,2023.554269,459734.0,336554.5,61.01,84.82,62.54,68.44,85.28,69.98,70.82,63.38
0.0,1137.0,2023.581436,454331.0,333943.91,65.35,85.88,64.28,72.8,86.39,71.73,71.42,63.98
0.0,1138.0,2023.608602,455370.0,335585.0,68.37,85.8,65.75,75.86,86.55,73.22,71.74,64.28
0.0,1139.0,2023.635768,450104.0,333165.41,66.58,86.09,66.93,74.07,86.7,74.41,71.81,64.34
0.0,1140.0,2023.662934,450716.0,334524.91,68.48,88.64,67.94,75.96,89.41,75.42,71.81,64.34
0.0,1141.0,2023.6901,447590.0,332007.0,66.55,89.88,69.01,74.05,90.72,76.49,72.05,64.58
0.0,1142.0,2023.717266,451156.0,332933.81,69.79,90.2,70.21,77.26,90.9,77.69,72.65,65.18
0.0,1143.0,2023.744432,454880.0,336108.69,72.21,91.28,71.36,79.68,92.15,78.84,73.46,65.99
0.0,1144.0,2023.771599,452869.0,334311.81,74.69,94.05,72.09,82.19,94.99,79.57,74.11,66.64
0.0,1145.0,2023.798765,447945.0,330121.0,76.42,95.6,72.12,83.85,96.46,79.6,74.33,66.85
0.0,1146.0,2023.825931,455292.0,333813.81,69.74,98.64,71.49,77.24,99.5,78.98,74.12,66.63
0.0,1147.0,2023.853097,457583.0,334792.31,70.69,98.7,70.48,78.21,99.53,77.97,73.7,66.21
0.0,1148.0,2023.880263,456137.0,334493.69,68.77,99.64,69.4,76.27,100.3,76.89,73.35,65.85
0.0,1149.0,2023.907429,464258.0,337308.41,67.77,98.63,68.42,75.25,99.35,75.91,73.16,65.66
0.0,1150.0,2023.934596,467062.0,337927.59,68.19,97.58,67.54,75.67,98.13,75.04,73.1,65.59
0.0,1151.0,2023.961762,469570.0,338846.0,66.58,93.53,66.73,74.08,94.07,74.24,73.07,65.55
0.0,1152.0,2023.988928,469978.0,337928.81,65.46,92.46,65.97,72.97,92.98,73.48,73.0,65.48
0.0,1153.0,2024.01605,465197.0,335309.91,65.73,91.94,65.27,73.27,92.46,72.79,72.9,65.37
0.0,1154.0,2024.043142,474334.0,341282.91,64.19,90.72,64.69,71.69,91.01,72.23,72.83,65.28
0.0,1155.0,2024.070234,450449.0,328652.81,63.64,89.31,64.36,71.23,89.52,71.9,72.89,65.34
0.0,1156.0,2024.097326,469831.0,339441.0,62.79,88.21,64.36,70.34,88.38,71.91,73.21,65.65
0.0,1157.0,2024.124418,468406.0,337959.19,63.72,87.94,64.69,71.26,88.13,72.26,73.82,66.24
0.0,1158.0,2024.15151,466641.0,336728.81,65.89,89.88,65.21,73.45,89.79,72.79,74.59,67.0
0.0,1159.0,2024.178602,464911.0,335787.19,66.12,90.1,65.61,73.72,89.85,73.2,75.25,67.65
0.0,1160.0,2024.205694,468412.0,337722.5,67.83,90.12,65.58,75.42,89.97,73.18,75.5,67.9
0.0,1161.0,2024.232785,462617.0,334341.09,67.82,90.52,64.98,75.43,90.46,72.59,75.23,67.62
0.0,1162.0,2024.259877,465848.0,336594.0,63.42,90.53,63.99,71.06,90.56,71.6,74.59,66.99
0.0,1163.0,2024.286969,464964.0,335355.09,60.64,91.12,63.0,68.26,91.08,70.62,73.99,66.37
0.0,1164.0,2024.314061,470140.0,338440.09,60.87,90.69,62.41,68.49,90.44,70.03,73.76,66.14
0.0,1165.0,2024.341153,468750.0,338613.59,60.45,89.73,62.36,68.06,89.48,69.99,74.03,66.4
0.0,1166.0,2024.368245,468595.0,338066.91,63.2,87.99,62.69,70.87,87.73,70.33,74.59,66.95
0.0,1167.0,2024.395337,469162.0,339351.59,64.56,87.3,63.04,72.18,87.24,70.69,75.02,67.38
0.0,1168.0,2024.422429,463365.0,336119.69,64.48,86.69,63.15,72.12,86.66,70.81,75.04,67.39
0.0,1169.0,2024.449521,466528.0,338597.41,64.37,85.31,62.99,72.04,85.26,70.66,74.59,66.92
0.0,1170.0,2024.476613,463787.0,337951.41,59.59,85.4,62.74,67.29,85.56,70.41,73.81,66.15
0.0,1171.0,2024.503705,465272.0,338301.31,62.31,85.23,62.57,69.98,85.35,70.26,72.93,65.24
0.0,1172.0,2024.530797,458794.0,335301.81,64.13,85.5,62.58,71.85,85.81,70.28,72.03,64.34
0.0,1173.0,2024.557889,459567.0,335900.31,61.93,88.04,62.77,69.63,88.43,70.48,71.17,63.46
0.0,1174.0,2024.584981,457215.0,334466.81,62.0,88.66,63.2,69.7,89.11,70.92,70.46,62.75
0.0,1175.0,2024.612072,453384.0,333030.0,62.08,87.77,63.94,69.84,88.37,71.67,70.05,62.33
0.0,1176.0,2024.639164,450436.0,331183.41,65.98,88.64,64.99,73.75,89.17,72.72,69.99,62.27
0.0,1177.0,2024.666256,454621.0,334300.09,65.45,89.92,66.2,73.14,90.31,73.93,70.21,62.49
0.0,1178.0,2024.693348,458049.0,337741.5,68.62,89.66,67.41,76.33,90.14,75.13,70.61,62.9
0.0,1179.0,2024.72044,450824.0,333113.0,67.96,92.31,68.43,75.65,92.85,76.15,71.06,63.35
0.0,1180.0,2024.747532,450075.0,333200.19,70.54,91.87,69.12,78.28,92.37,76.84,71.44,63.72
0.0,1181.0,2024.774624,451431.0,333022.09,72.12,91.48,69.39,79.84,92.02,77.13,71.68,63.95
0.0,1182.0,2024.801716,455559.0,336096.59,69.05,91.21,69.33,76.82,91.68,77.07,71.83,64.09
0.0,1183.0,2024.828808,451642.0,330711.19,66.46,90.96,69.09,74.22,91.26,76.84,72.03,64.28
0.0,1184.0,2024.8559,461307.0,337308.81,69.77,90.0,68.76,77.54,90.45,76.52,72.32,64.56
0.0,1185.0,2024.882992,466262.0,339604.81,70.97,90.65,68.29,78.74,91.1,76.05,72.58,64.82
0.0,1186.0,2024.910084,469361.0,340114.69,67.6,86.9,67.62,75.32,87.2,75.38,72.71,64.94
0.0,1187.0,2024.937176,467727.0,338872.91,65.14,85.76,66.8,72.93,85.81,74.57,72.7,64.92
0.0,1188.0,2024.964267,466303.0,336917.09,66.41,86.83,65.97,74.17,87.03,73.75,72.64,64.85
0.0,1189.0,2024.991359,465772.0,335944.91,65.15,85.48,65.2,72.93,85.58,72.98,72.56,64.76
0.0,1190.0,2025.018502,466861.0,336706.0,65.13,86.67,64.56,72.94,86.84,72.34,72.5,64.71
0.0,1191.0,2025.045668,469087.0,338533.69,63.33,87.15,64.12,71.12,87.18,71.9,72.54,64.75
0.0,1192.0,2025.072834,465673.0,336728.0,62.09,86.91,63.85,69.87,86.72,71.64,72.66,64.86
0.0,1193.0,2025.1,470728.0,339844.0,60.26,89.86,63.69,68.05,89.68,71.48,72.81,65.01
0.0,1194.0,2025.127167,465205.0,336307.91,64.0,90.66,63.6,71.78,90.37,71.39,72.98,65.18
